,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1438921881059577860,1438921881059577860,2021-09-17 13:44:44 Eastern Daylight Time,2021-09-17,13:44:44,-400,2769914645,chndlerz,Maree ,,iphone 13 looking kinda sexy,en,[],[],[],0,0,0,[],[],https://twitter.com/chndlerz/status/1438921881059577860,False,,0,,,,,,,,[],,,,
1,1438921879167905793,1438921879167905793,2021-09-17 13:44:44 Eastern Daylight Time,2021-09-17,13:44:44,-400,42980370,9to5toys,9to5Toys,,"Casely unveils wild new TikTok-worthy iPhone 13 MagSafe cases, now 30% off with our code  https://t.co/xvecv4H5JR by @justinkahnmusic",en,"[{'screen_name': 'justinkahnmusic', 'name': 'justin kahn', 'id': '53772036'}]",['https://9to5toys.com/2021/09/17/casely-iphone-13-case/'],[],0,0,0,[],[],https://twitter.com/9to5toys/status/1438921879167905793,False,,0,,,,,,,,[],,,,
2,1438921878433828869,1438921878433828869,2021-09-17 13:44:44 Eastern Daylight Time,2021-09-17,13:44:44,-400,2850721875,splatoon3amy,Amy Rose,,Although the iPhone 13 is a major upgrade to her iPhone 7 but I have a funny feeling that phone is gonna break or explode. #Offline,en,[],[],[],0,0,0,['offline'],[],https://twitter.com/Splatoon3Amy/status/1438921878433828869,False,,0,,,,,,,,[],,,,
4,1438921869504270336,1438921869504270336,2021-09-17 13:44:42 Eastern Daylight Time,2021-09-17,13:44:42,-400,1259491957186990082,tellusdaily1,tellusdaily,,iphone 13: Here’s how Apple has eliminated the plastic wrap from the iPhone 13 box – Times of India  https://t.co/S8Hw1ihdN1,en,[],['https://tellusdaily.com/2021/09/17/iphone-13-right-heres-how-apple-has-eradicated-the-plastic-wrap-from-the-iphone-13-field-occasions-of-india/'],[],0,0,0,[],[],https://twitter.com/tellusdaily1/status/1438921869504270336,False,,0,,,,,,,,[],,,,
5,1438921861203648517,1438921861203648517,2021-09-17 13:44:40 Eastern Daylight Time,2021-09-17,13:44:40,-400,1398003114142220295,erictrauber,"Eric Trauber, PT, DPT, OCS, CSCS, FAAOMPT",,iPhone 12 and iPhone 13  https://t.co/3zMmlIsCKX,en,[],[],['https://pbs.twimg.com/media/E_gTw60XoAAtQKF.jpg'],0,0,0,[],[],https://twitter.com/EricTrauber/status/1438921861203648517,False,,1,https://pbs.twimg.com/media/E_gTw60XoAAtQKF.jpg,,,,,,,[],,,,
6,1438921853699981315,1438921853699981315,2021-09-17 13:44:38 Eastern Daylight Time,2021-09-17,13:44:38,-400,1351667165888344067,eddy0rozco98,eddy,,Omg do i want to pre order the new iPhone 13 ?! 😭,en,[],[],[],0,0,0,[],[],https://twitter.com/Eddy0rozco98/status/1438921853699981315,False,,0,,,,,,,,[],,,,
7,1438921841075277830,1438860913008791552,2021-09-17 13:44:35 Eastern Daylight Time,2021-09-17,13:44:35,-400,450006394,chanb3567,Chan,,@ijustine Ehh not really since there is nothing special in iPhone 13 I am looking forward to. It’s not blackberry to iPhone moment.,en,[],[],[],0,0,0,[],[],https://twitter.com/chanb3567/status/1438921841075277830,False,,0,,,,,,,,"[{'screen_name': 'ijustine', 'name': 'iJustine', 'id': '7846'}]",,,,
8,1438921835094200321,1438917493117104139,2021-09-17 13:44:34 Eastern Daylight Time,2021-09-17,13:44:34,-400,447928594,bbongoledenis,Formaldehyde,,@UnitedsTrophy iPhone 13,en,[],[],[],0,0,0,[],[],https://twitter.com/BbongoleDenis/status/1438921835094200321,False,,0,,,,,,,,"[{'screen_name': 'UnitedsTrophy', 'name': 'Farahan Omar', 'id': '575180540'}]",,,,
11,1438921750008549378,1438921750008549378,2021-09-17 13:44:13 Eastern Daylight Time,2021-09-17,13:44:13,-400,1329223364687372289,beatshonest,Honest Ave,,iPhone 13 dropped today n there’s no phone debate on the TL? iPhone not fire anymore,en,[],[],[],0,0,0,[],[],https://twitter.com/BeatsHonest/status/1438921750008549378,False,,0,,,,,,,,[],,,,
12,1438921748666195974,1438921748666195974,2021-09-17 13:44:13 Eastern Daylight Time,2021-09-17,13:44:13,-400,4534144645,lookitsjae,Look!! Its Jae😮,,Ordered that new iPhone 13 Pro Max. got that 1TB of memory now finally 😂,en,[],[],[],0,0,0,[],[],https://twitter.com/lookitsjae/status/1438921748666195974,False,,0,,,,,,,,[],,,,
14,1438921734233624580,1438921734233624580,2021-09-17 13:44:09 Eastern Daylight Time,2021-09-17,13:44:09,-400,245349538,inaserantes,OLIVIA RODRIGO DUTERTE,,The best thing about the iphone 13 arriving is that i can PROBABLY afford the iphone 11 now,en,[],[],[],0,0,0,[],[],https://twitter.com/inaserantes/status/1438921734233624580,False,,0,,,,,,,,[],,,,
15,1438921720312651778,1438921720312651778,2021-09-17 13:44:06 Eastern Daylight Time,2021-09-17,13:44:06,-400,1361646427894665218,sawanku36793414,Sawan Kumar,,Introducing iPhone 13 | Apple | Extra Movies  @SawanKu36793414  https://t.co/wbhNj1MuB1,en,"[{'screen_name': 'sawanku36793414', 'name': 'sawan kumar', 'id': '1361646427894665218'}]",[],['https://pbs.twimg.com/media/E_gTpu3VcAINS1I.jpg'],0,0,1,[],[],https://twitter.com/SawanKu36793414/status/1438921720312651778,False,,1,https://pbs.twimg.com/media/E_gTpu3VcAINS1I.jpg,,,,,,,[],,,,
16,1438921714046578691,1438921714046578691,2021-09-17 13:44:05 Eastern Daylight Time,2021-09-17,13:44:05,-400,1223569742364938240,newsgang2,news in,,Apple shares in-depth ‘guided tour’ of iPhone 13 and iPhone 13 Pro [Video] – 9to5Mac  https://t.co/Cu1gX9yVYC,en,[],['https://news.jobsvacancy.in/latest-news/apple-shares-in-depth-guided-tour-of-iphone-13-and-iphone-13-pro-video-9to5mac/'],[],0,0,0,[],[],https://twitter.com/newsgang2/status/1438921714046578691,False,,0,,,,,,,,[],,,,
17,1438921705775271937,1438921705775271937,2021-09-17 13:44:03 Eastern Daylight Time,2021-09-17,13:44:03,-400,1376006823459782657,pwruuy6qxvjstgw,ビジネス速報,,"iPhone 13 benchmarks are in, and Apple leaves Android in the dust (again) - The Next Web  https://t.co/C7tRzNDg9e",en,[],['https://thenextweb.com/news/iphone-13-benchmarks'],[],0,0,0,[],[],https://twitter.com/PwruuY6QxvJstGW/status/1438921705775271937,False,,0,,,,,,,,[],,,,
18,1438921705620217860,1438921705620217860,2021-09-17 13:44:03 Eastern Daylight Time,2021-09-17,13:44:03,-400,1072111220,jlewisbailey_,jay ♎︎,,getting the iPhone 13 Pro but idk what colour to get.,en,[],[],[],0,0,0,[],[],https://twitter.com/jlewisbailey_/status/1438921705620217860,False,,0,,,,,,,,[],,,,
19,1438921694207430660,1438921694207430660,2021-09-17 13:44:00 Eastern Daylight Time,2021-09-17,13:44:00,-400,234147944,justtaiya_,"aw, thats cute.",,"my aunt asked me yesterday if i’m a get the iphone 13. sis… there’s NOTHING wrong with the phone i have lol   so no, no i won’t.",en,[],[],[],0,0,0,[],[],https://twitter.com/JustTaiya_/status/1438921694207430660,False,,0,,,,,,,,[],,,,
20,1438921635017510921,1438921635017510921,2021-09-17 13:43:46 Eastern Daylight Time,2021-09-17,13:43:46,-400,827346407367573508,cassandra_trask,cassie,,iPhone 13 Pro Max pre-order ✅ 😎 Finally exiting the home button era,en,[],[],[],0,0,0,[],[],https://twitter.com/cassandra_trask/status/1438921635017510921,False,,0,,,,,,,,[],,,,
21,1438921632916164615,1438921632916164615,2021-09-17 13:43:45 Eastern Daylight Time,2021-09-17,13:43:45,-400,1195862241951698944,dandydotcat,Sean Anderson,,"This last week was full of some unusual moments for me.  I had to watch one of the worst films ever made for More Movies Please! I woke up at 5:00 in the morning to preorder my new silver iPhone 13 Pro Max. I did it last year, but hey, it only ...  https://t.co/zNfdYKfJ8I",en,[],['https://www.dandy.cat/2021/09/17/this-last-week.html'],[],0,0,0,[],[],https://twitter.com/dandydotcat/status/1438921632916164615,False,,0,,,,,,,,[],,,,
22,1438921616868642825,1438921616868642825,2021-09-17 13:43:41 Eastern Daylight Time,2021-09-17,13:43:41,-400,983771176135733249,echi_di_ime,kenechukwu®,,So Apple just moved the camera's position to the right and named it iPhone 13.  🤔☻🙄,en,[],[],[],0,0,0,[],[],https://twitter.com/Echi_di_ime/status/1438921616868642825,False,,0,,,,,,,,[],,,,
23,1438921611936256000,1438921611936256000,2021-09-17 13:43:40 Eastern Daylight Time,2021-09-17,13:43:40,-400,595726188,scatomic,Alvaro Munoz,,"Snazzy new Anker PowerWave Select+ charger, meet iPhone 13  https://t.co/6raVTbMjO0",en,[],['https://flip.it/E3kBO2'],[],0,0,0,[],[],https://twitter.com/scatomic/status/1438921611936256000,False,,0,,,,,,,,[],,,,
24,1438921594215219201,1438921594215219201,2021-09-17 13:43:36 Eastern Daylight Time,2021-09-17,13:43:36,-400,80793,johnhood,John Hood,,"So, who has pre-ordered an iPhone 13?📱 #AppleEvent",en,[],[],[],0,0,0,['appleevent'],[],https://twitter.com/johnhood/status/1438921594215219201,False,,0,,,,,,,,[],,,,
26,1438921592902496258,1438921592902496258,2021-09-17 13:43:36 Eastern Daylight Time,2021-09-17,13:43:36,-400,332438399,neeneesson,BOSS_DON,,Gotta Preorder this iPhone 13,en,[],[],[],0,0,0,[],[],https://twitter.com/NeeNeesSon/status/1438921592902496258,False,,0,,,,,,,,[],,,,
27,1438921584199311365,1438921584199311365,2021-09-17 13:43:34 Eastern Daylight Time,2021-09-17,13:43:34,-400,347485479,thelilfo,Forrest Reeves,,iPhone 13  why not 🥴🥴,en,[],[],[],0,0,0,[],[],https://twitter.com/TheLilFo/status/1438921584199311365,False,https://twitter.com/igndeals/status/1438835982309134341,0,,,,,,,,[],,,,
30,1438921566792949760,1438921566792949760,2021-09-17 13:43:30 Eastern Daylight Time,2021-09-17,13:43:30,-400,2850721875,splatoon3amy,Amy Rose,,I was thinking planning a birthday surprise for my cousin on January 5th so I was actually thinking getting her the new iPhone 13 because she is still using an iPhone 7 from 2017 and that phone is gonna break next year and NO you don’t need to pay me back because I am nice.😊  https://t.co/DL7t4yHIje,en,[],[],['https://pbs.twimg.com/media/E_gTiZsXIAAc3kM.jpg'],0,0,0,[],[],https://twitter.com/Splatoon3Amy/status/1438921566792949760,False,,1,https://pbs.twimg.com/media/E_gTiZsXIAAc3kM.jpg,,,,,,,[],,,,
31,1438921539210989571,1438921539210989571,2021-09-17 13:43:23 Eastern Daylight Time,2021-09-17,13:43:23,-400,2959680288,rykiel_m,r🧋,,iPhone 13 secured 🤝,en,[],[],[],0,0,0,[],[],https://twitter.com/rykiel_m/status/1438921539210989571,False,,0,,,,,,,,[],,,,
33,1438921498278993925,1438921498278993925,2021-09-17 13:43:13 Eastern Daylight Time,2021-09-17,13:43:13,-400,41539228,loves__aria,Chama,,Elsa was at the Met Gala and then she came to laugh about being too poor for the iPhone 13? Ehya.,en,[],[],[],0,0,0,[],[],https://twitter.com/Loves__Aria/status/1438921498278993925,False,,0,,,,,,,,[],,,,
35,1438921475751301125,1438921475751301125,2021-09-17 13:43:08 Eastern Daylight Time,2021-09-17,13:43:08,-400,1088043108133101568,justinearcher19,justine archer,,i just preordered the iphone 13.. camera quality better be nice,en,[],[],[],0,0,0,[],[],https://twitter.com/justinearcher19/status/1438921475751301125,False,,0,,,,,,,,[],,,,
36,1438921443975249921,1438921443975249921,2021-09-17 13:43:00 Eastern Daylight Time,2021-09-17,13:43:00,-400,16162490,nerdshock,Aleida | NERDSHOCK,,👩🏽‍💻💕 Cinematic Mode sure looks spiffy! Be sure to check out A Guided Tour of iPhone 13 &amp; iPhone 13 Pro | Apple to learn more about the new models 📱✨  https://t.co/pfxg8m8689,en,[],['https://youtu.be/72cAe_2LAFQ'],[],0,0,0,[],[],https://twitter.com/nerdshock/status/1438921443975249921,False,,0,,,,,,,,[],,,,
39,1438921387855450112,1438789793006116864,2021-09-17 13:42:47 Eastern Daylight Time,2021-09-17,13:42:47,-400,270561425,dineshgovender,Dinesh Govender,,@Arfness What’s wrong with the iPhone 13 Pro Max’s Super Retina XDR display with ProMotion?,en,[],[],[],0,0,0,[],[],https://twitter.com/dineshgovender/status/1438921387855450112,False,,0,,,,,,,,"[{'screen_name': 'Arfness', 'name': 'Andrew Fraser', 'id': '206952204'}]",,,,
43,1438921305353555972,1438921305353555972,2021-09-17 13:42:27 Eastern Daylight Time,2021-09-17,13:42:27,-400,5179471,mistertom,TomShady,,Next Friday she will be mine 😁 first phone upgrade in four years I can’t wait ! Bye bye iPhoneX hello iPhone 13 pro max Yass baby  https://t.co/tTmAfCnsSk,en,[],[],['https://pbs.twimg.com/media/E_gTTLTWYAAyPmZ.jpg'],0,0,0,[],[],https://twitter.com/Mistertom/status/1438921305353555972,False,,1,https://pbs.twimg.com/media/E_gTTLTWYAAyPmZ.jpg,,,,,,,[],,,,
44,1438921296515985410,1438921296515985410,2021-09-17 13:42:25 Eastern Daylight Time,2021-09-17,13:42:25,-400,3111820897,beg_tos,Timothy O. Begay,,Fuck the iPhone 13! 🖕🏽 I’m keeping my 12 pro max as long as it can handle.,en,[],[],[],0,0,0,[],[],https://twitter.com/beg_tos/status/1438921296515985410,False,,0,,,,,,,,[],,,,
49,1438921246297755650,1438921246297755650,2021-09-17 13:42:13 Eastern Daylight Time,2021-09-17,13:42:13,-400,1384030275890388994,thetechnodiary,The Techno Diary,,The new iPhone 13 box just got greener  #Apple #iPhone #iPhone13 #Box #News   https://t.co/TmbWz7TKzc  https://t.co/U3Yx6cJPYz,en,[],['https://thetechnodiary.com/techno-news/the-new-iphone-13-box-just-got-greener/'],['https://pbs.twimg.com/media/E_gTP4-XsAAci46.jpg'],0,0,0,"['apple', 'iphone', 'iphone13', 'box', 'news']",[],https://twitter.com/TheTechnoDiary/status/1438921246297755650,False,,1,https://pbs.twimg.com/media/E_gTP4-XsAAci46.jpg,,,,,,,[],,,,
50,1438921241516122114,1438921241516122114,2021-09-17 13:42:12 Eastern Daylight Time,2021-09-17,13:42:12,-400,862497174642405376,firebeyer,Andrew Beyer 🌱,,"There’s still day one pickup available on most iPhone 13 models in Boise, ID if anyone wants to come party. 🤣",en,[],[],[],0,0,1,[],[],https://twitter.com/firebeyer/status/1438921241516122114,False,,0,,,,,,,,[],,,,
53,1438921212193738755,1438921212193738755,2021-09-17 13:42:05 Eastern Daylight Time,2021-09-17,13:42:05,-400,1100601883280822272,mycitybeat,MyCityBeat,,#Technology iPhone 13 is on sale NOW! Here are all the best deals on Apple’s latest smartphone  https://t.co/fc496dwuzc,en,[],['https://mycitybeat.com/iphone-13-is-on-sale-now-here-are-all-the-best-deals-on-apples-latest-smartphone/?utm_source=dlvr.it&utm_medium=twitter'],[],0,0,0,['technology'],[],https://twitter.com/MyCityBeat/status/1438921212193738755,False,,0,,,,,,,,[],,,,
54,1438921210243342336,1438921210243342336,2021-09-17 13:42:05 Eastern Daylight Time,2021-09-17,13:42:05,-400,828623609522421761,_fioyd,anyone,,who wanna buy me iphone 13 pro max,en,[],[],[],1,0,0,[],[],https://twitter.com/_fIoyd/status/1438921210243342336,False,,0,,,,,,,,[],,,,
56,1438921204673486854,1438921204673486854,2021-09-17 13:42:03 Eastern Daylight Time,2021-09-17,13:42:03,-400,2824648700,rizalrvc_,Rizal Vanstien Calle,,Did you order the iPhone 13 today? Which one did you get and why? – Phandroid  https://t.co/yvS3CQkhV1,en,[],['https://en.rizalvanstiencallenfelz.com/did-you-order-the-iphone-13-today-which-one-did-you-get-and-why-phandroid/'],[],0,0,0,[],[],https://twitter.com/rizalrvc_/status/1438921204673486854,False,,0,,,,,,,,[],,,,
58,1438921141842812931,1438921141842812931,2021-09-17 13:41:48 Eastern Daylight Time,2021-09-17,13:41:48,-400,3307021631,macheatdotcom,juniya sankara,,iPhone 13 Pro Max 1TB Facing Strong Demand Despite Whopping Price  https://t.co/dqUqmAgeCA,en,[],['https://www.macheat.com/iphone-13-pro-max-1tb-facing-strong-demand-despite-whopping-price/'],[],0,0,0,[],[],https://twitter.com/macheatdotcom/status/1438921141842812931,False,,0,,,,,,,,[],,,,
60,1438921114982354949,1438921114982354949,2021-09-17 13:41:42 Eastern Daylight Time,2021-09-17,13:41:42,-400,13604142,chrismatthieu,Chris Matthieu,,Pre-ordered the iPhone 13 Pro today.,en,[],[],[],0,0,0,[],[],https://twitter.com/chrismatthieu/status/1438921114982354949,False,,0,,,,,,,,[],,,,
61,1438921114030379010,1438921114030379010,2021-09-17 13:41:42 Eastern Daylight Time,2021-09-17,13:41:42,-400,265357991,sla000,Slava,,"@Apple  iPhone 13 Pro Max (09/2021): 4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS The best phone for taking video movies.  OnePlus 9 Pro (03/2021): 4K video 120fps, 8k 30fps A pathetic android phone 🤨  Where's the revolution, Johnny?",en,[],[],[],0,0,0,[],[],https://twitter.com/sla000/status/1438921114030379010,False,,0,,,,,,,,[],,,,
62,1438921107613130755,1438921107613130755,2021-09-17 13:41:40 Eastern Daylight Time,2021-09-17,13:41:40,-400,939619788694966272,digitallifest10,Digitallifestyleserve,,These are the top five iPhone 13 deals you can pre-order right now iPhone 13 deals -  https://t.co/pZzWr1DE9i  https://t.co/rpSS0fqjO0,en,[],['https://dlsserve.com/these-are-the-top-five-iphone-13-deals-you-can-pre-order-right-now-iphone-13-deals/'],['https://pbs.twimg.com/media/E_gTH2QWUAEUIi3.jpg'],0,0,0,[],[],https://twitter.com/digitallifest10/status/1438921107613130755,False,,1,https://pbs.twimg.com/media/E_gTH2QWUAEUIi3.jpg,,,,,,,[],,,,
63,1438921100755415053,1438921100755415053,2021-09-17 13:41:38 Eastern Daylight Time,2021-09-17,13:41:38,-400,1092550866819780608,eurojournaleng,Euro Journal - English News,,Apple shares in-depth ‘guided tour’ of iPhone 13 and iPhone 13 Pro [Video]  https://t.co/Muo2voDwVY,en,[],['https://en.euro-journal.press/2021/09/17/apple-shares-in-depth-guided-tour-of-iphone-13-and-iphone-13-pro-video/'],[],0,0,0,[],[],https://twitter.com/eurojournalENG/status/1438921100755415053,False,,0,,,,,,,,[],,,,
64,1438921097974538240,1438921097974538240,2021-09-17 13:41:38 Eastern Daylight Time,2021-09-17,13:41:38,-400,2314326721,trendtechblog,TrendingTech,,iPhone 13 or iPhone 13 Pro? 🤔,en,[],[],[],1,0,1,[],[],https://twitter.com/TrendTechBlog/status/1438921097974538240,False,,0,,,,,,,,[],,,,
65,1438921060930359300,1438921060930359300,2021-09-17 13:41:29 Eastern Daylight Time,2021-09-17,13:41:29,-400,1124610600997285888,dhivcm,Dhivya Marunthiah (She/Her),,So #Apple has now removed the #iphone12pro series #iphoneXR from their website. When compared to 12 series #iphone13 series are slightly taller. Users of iPhone 11 &amp; 12 will have no new reasons to upgrade to the iPhone 13 🤭 #AppleEvent,en,[],[],[],1,0,5,"['apple', 'iphone12pro', 'iphonexr', 'iphone13', 'appleevent']",[],https://twitter.com/DhivCM/status/1438921060930359300,False,,0,,,,,,,,[],,,,
69,1438921015065776128,1438879900773928961,2021-09-17 13:41:18 Eastern Daylight Time,2021-09-17,13:41:18,-400,1423383413076070400,leo_rydel,Leo @ Toronto,,@kenzvanunu iPhone 13?,en,[],[],[],0,0,0,[],[],https://twitter.com/Leo_Rydel/status/1438921015065776128,False,,0,,,,,,,,"[{'screen_name': 'kenzvanunu', 'name': 'Kenzie Vanunu 🍒', 'id': '118851968'}]",,,,
70,1438921013169774593,1438921013169774593,2021-09-17 13:41:18 Eastern Daylight Time,2021-09-17,13:41:18,-400,3045412729,princessslizzz,Princess Liz,,Interesting how the week the iPhone 13 comes out my iPhone speakers just blew out when I never even play videos or music on it anymore 🤨,en,[],[],[],0,0,0,[],[],https://twitter.com/princessslizzz/status/1438921013169774593,False,,0,,,,,,,,[],,,,
71,1438920953820368898,1438920953820368898,2021-09-17 13:41:03 Eastern Daylight Time,2021-09-17,13:41:03,-400,876193023561940993,ingridram96,ingrid Fensan,,Pre Order iphone 13 Already!!!!  Later on i will telling myself did i really need a new phone🤭,en,[],[],[],0,0,0,[],[],https://twitter.com/ingridram96/status/1438920953820368898,False,,0,,,,,,,,[],,,,
73,1438920941002797056,1438920838192017412,2021-09-17 13:41:00 Eastern Daylight Time,2021-09-17,13:41:00,-400,308797617,klstompkins,Kari Tompkins,,@toliver iPhone 12? Or 13?,en,[],[],[],0,0,0,[],[],https://twitter.com/klstompkins/status/1438920941002797056,False,,0,,,,,,,,"[{'screen_name': 'toliver', 'name': 'toliver', 'id': '8060412'}]",,,,
74,1438920939840806912,1438920939840806912,2021-09-17 13:41:00 Eastern Daylight Time,2021-09-17,13:41:00,-400,28154689,sarahthebeef,Sarah LeBoeuf,,"Forgot that it was iPhone preorder day, ordered an iPhone 13 Pro five hours after preorders started, still getting it at launch  https://t.co/CsWMbGe0Qs",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E_gS90pUcAM1nvB.jpg'],0,0,0,[],[],https://twitter.com/sarahthebeef/status/1438920939840806912,False,,1,https://pbs.twimg.com/tweet_video_thumb/E_gS90pUcAM1nvB.jpg,,,,,,,[],,,,
75,1438920900393459714,1438920900393459714,2021-09-17 13:40:51 Eastern Daylight Time,2021-09-17,13:40:51,-400,938555022924812293,aquarisingx3,Lanaijah 💕,,- Should I preorder the pink iPhone 13? 📱🌸💞 #instagramdown,en,[],[],[],0,0,0,['instagramdown'],[],https://twitter.com/aquarisingx3/status/1438920900393459714,False,,0,,,,,,,,[],,,,
76,1438920899906969611,1438920899906969611,2021-09-17 13:40:51 Eastern Daylight Time,2021-09-17,13:40:51,-400,3080720732,applwatcher,Watcher,,The blue on the standard iPhone 13 looks really nice 😍  https://t.co/zESfDw4Lgk,en,[],[],['https://pbs.twimg.com/media/E_gS7H_WUAQgTTl.jpg'],0,0,1,[],[],https://twitter.com/ApplWatcher/status/1438920899906969611,False,,1,https://pbs.twimg.com/media/E_gS7H_WUAQgTTl.jpg,,,,,,,[],,,,
77,1438920893141487620,1438920893141487620,2021-09-17 13:40:49 Eastern Daylight Time,2021-09-17,13:40:49,-400,1258034999099641856,michellehaines_,Michelle Haines,,Store visit at Waterloo with @LaLuLouBeanz had a great time getting them FirstNet and Signature ready for the new iPhone 13 preorders! 🎉✅ #WinAsOne #BOLDSignatureMoves  https://t.co/DYMtICwP3q,en,"[{'screen_name': 'laluloubeanz', 'name': 'grace blank', 'id': '887261466'}]",[],['https://pbs.twimg.com/media/E_gS7EKWQAA5Ri-.jpg'],0,0,1,"['winasone', 'boldsignaturemoves']",[],https://twitter.com/michellehaines_/status/1438920893141487620,False,,1,https://pbs.twimg.com/media/E_gS7EKWQAA5Ri-.jpg,,,,,,,[],,,,
82,1438920844990877697,1438920844990877697,2021-09-17 13:40:37 Eastern Daylight Time,2021-09-17,13:40:37,-400,1070109369763807232,wilsonjnzuchi,Wilson Jacob,,Here’s exactly how much bigger the iPhone 13 batteries are  https://t.co/4cq8CaRsrn,en,[],['https://tech.dinestle.us/heres-exactly-how-much-bigger-the-iphone-13-batteries-are/'],[],0,0,0,[],[],https://twitter.com/wilsonjnzuchi/status/1438920844990877697,False,,0,,,,,,,,[],,,,
84,1438920837462118400,1438920837462118400,2021-09-17 13:40:36 Eastern Daylight Time,2021-09-17,13:40:36,-400,106223697,senacases,SENA Cases,,"Luxury meets functional. Carry light with our latest modern, genuine leather cases for iPhone 13. Available for pre-order today!📱  https://t.co/DjQxBW6URf  #senacases #apple #iphone #iphone13 #tech #business #style  https://t.co/ReIMpocqDi",en,[],['http://www.senacases.com/collections/iphone'],['https://pbs.twimg.com/media/E_gS4FgX0AEvWvw.jpg'],0,0,0,"['senacases', 'apple', 'iphone', 'iphone13', 'tech', 'business', 'style']",[],https://twitter.com/SenaCases/status/1438920837462118400,False,,1,https://pbs.twimg.com/media/E_gS4FgX0AEvWvw.jpg,,,,,,,[],,,,
86,1438920827504791553,1438920827504791553,2021-09-17 13:40:33 Eastern Daylight Time,2021-09-17,13:40:33,-400,15783534,aldomedia,"AldoMedia, LLC. ￼📎",,"Apple and Belkin Reducing Environmental Impact of Packaging With iPhone 13 Launch: During Tuesday's media event, Greg Joswiak noted that Apple has redesigned the packaging for the iPhone 13 lineup to eliminate the traditional outer…  https://t.co/JDzA8OXRDK #Apple #Mac #Rumors  https://t.co/Ud9w18ab5B",en,[],['https://www.macrumors.com/2021/09/17/apple-belkin-environmental-impact-packaging/?utm_source=dlvr.it&utm_medium=twitter'],['https://pbs.twimg.com/media/E_gS3gDVkAIMeIh.jpg'],0,0,0,"['apple', 'mac', 'rumors']",[],https://twitter.com/AldoMedia/status/1438920827504791553,False,,1,https://pbs.twimg.com/media/E_gS3gDVkAIMeIh.jpg,,,,,,,[],,,,
87,1438920818877108227,1438912532136091653,2021-09-17 13:40:31 Eastern Daylight Time,2021-09-17,13:40:31,-400,488145100,jimoai_miku,Michael Nepomuceno,,@fusouu What phone are you upgrading from? Nice selection of the iPhone 13 pro max!,en,[],[],[],0,0,0,[],[],https://twitter.com/Jimoai_miku/status/1438920818877108227,False,,0,,,,,,,,"[{'screen_name': 'fusouu', 'name': 'fusouu🍤', 'id': '2402626854'}]",,,,
89,1438920796878028801,1438920796878028801,2021-09-17 13:40:26 Eastern Daylight Time,2021-09-17,13:40:26,-400,3989285963,messe3christina,Christina Messenger,,Should You Buy an iPhone 13? Check Your Current Phone—and Pick the Best Upgrade  https://t.co/Dd8zre3tpq,en,[],['https://www.wsj.com/articles/should-you-buy-an-iphone-13-check-your-current-phoneand-pick-the-best-upgrade-11631879793'],[],0,0,0,[],[],https://twitter.com/Messe3Christina/status/1438920796878028801,False,,0,,,,,,,,[],,,,
90,1438920794344730636,1438920794344730636,2021-09-17 13:40:25 Eastern Daylight Time,2021-09-17,13:40:25,-400,1276309263405789185,newsitech,iTech News,,These are the top five iPhone 13 deals you can pre-order right now  https://t.co/WVaCmBh4Q3,en,[],['https://itechnews.co.uk/these-are-the-top-five-iphone-13-deals-you-can-pre-order-right-now/'],[],0,0,0,[],[],https://twitter.com/NewsItech/status/1438920794344730636,False,,0,,,,,,,,[],,,,
91,1438920793677774854,1438920793677774854,2021-09-17 13:40:25 Eastern Daylight Time,2021-09-17,13:40:25,-400,978383302678605824,fooknews,Tech & Gaming,,"iPhone 13 lineup now available to pre-order, first shipments arrive next week - 9to5Mac  https://t.co/ogltgA4lDA",en,[],['https://fook.news/38KE2L'],[],0,0,0,[],[],https://twitter.com/FookNews/status/1438920793677774854,False,,0,,,,,,,,[],,,,
93,1438920739957067782,1438920739957067782,2021-09-17 13:40:12 Eastern Daylight Time,2021-09-17,13:40:12,-400,21912784,welcometonezone,Tony Shoeprano™️,,iPhone 13 Pro case came in today; very fast  https://t.co/BuOVRuKL2w,en,[],[],['https://pbs.twimg.com/media/E_gSyPSUUAAn9Ik.jpg'],0,0,0,[],[],https://twitter.com/welcometonezone/status/1438920739957067782,False,,1,https://pbs.twimg.com/media/E_gSyPSUUAAn9Ik.jpg,,,,,,,[],,,,
95,1438920735066509312,1438917323088224258,2021-09-17 13:40:11 Eastern Daylight Time,2021-09-17,13:40:11,-400,254217428,djshmeejay,Olof Järvegren,,@TMobile @jennaezarik Not ordering an iPhone 13 because she'll be stuck hitting refresh a million times.,en,[],[],[],0,0,0,[],[],https://twitter.com/djShmeeJay/status/1438920735066509312,False,,0,,,,,,,,"[{'screen_name': 'TMobile', 'name': 'T-Mobile', 'id': '17338082'}, {'screen_name': 'jennaezarik', 'name': 'Jenna Ezarik', 'id': '6015992'}]",,,,
