iter	MultiClass
204	0.6330077984
205	0.6321734027
206	0.631480195
207	0.6308689156
208	0.6303152736
209	0.6296631214
210	0.6289140787
211	0.6281768846
212	0.6276390611
213	0.6270355903
214	0.6264606217
215	0.6258313656
216	0.6251226223
217	0.6246283032
218	0.6240814101
219	0.6235554913
220	0.6228886946
221	0.622232448
222	0.621731714
223	0.6211834693
224	0.6206408288
225	0.6201306698
226	0.6195581551
227	0.6190953471
228	0.6186414647
229	0.6181222706
230	0.6176303638
231	0.6170885922
232	0.6164534978
233	0.6158306948
234	0.6153934783
235	0.6149442941
236	0.6143939147
237	0.6138887008
238	0.6133261774
239	0.6128241721
240	0.6123514467
241	0.6117111582
242	0.6112607476
243	0.6105540129
244	0.6100838463
245	0.6094787623
246	0.6090583465
247	0.6085272851
248	0.6080030551
249	0.6074183856
250	0.6067738568
251	0.6063603012
252	0.6059493851
253	0.6054909885
254	0.6049442688
255	0.604521751
256	0.6039068408
257	0.6034658949
258	0.602947641
259	0.6024799708
260	0.601963029
261	0.6015438503
262	0.6010326328
263	0.6006860361
264	0.600230839
265	0.5996747041
266	0.5991577427
267	0.5987016652
268	0.5982428912
269	0.5977586416
270	0.5973164838
271	0.5967542988
272	0.5963071463
273	0.5958419484
274	0.5954227688
275	0.5950221676
276	0.5946728846
277	0.5941859321
278	0.593731622
279	0.5932835259
280	0.5928283474
281	0.5923416874
282	0.5919735087
283	0.5914804038
284	0.591132238
285	0.5907565562
286	0.5902523197
287	0.5898460985
288	0.5894543137
289	0.5889970308
290	0.5884548532
291	0.5877808839
292	0.5873286209
293	0.5869681617
294	0.5865501949
295	0.5860913919
296	0.585758313
297	0.5853318306
298	0.5849287764
299	0.5844911697
300	0.5839791024
301	0.5835176995
302	0.5828531614
303	0.5824948463
304	0.5820401041
305	0.5815125252
306	0.5809749429
307	0.5805938446
308	0.5800576979
309	0.5796843498
310	0.5790274356
311	0.5785592313
312	0.5781246949
313	0.5777436446
314	0.5774162511
315	0.5769487294
316	0.5766547419
317	0.5763418499
318	0.5759174099
319	0.5755886315
320	0.5753166526
321	0.5749528834
322	0.5745953977
323	0.5742418659
324	0.5739585184
325	0.5735497929
326	0.5732244781
327	0.5728681473
328	0.5724555885
329	0.5719779035
330	0.5716283258
331	0.5713248921
332	0.5708875899
333	0.5704665193
334	0.5701455892
335	0.5698218171
336	0.5695543522
337	0.5692251225
338	0.5687856577
339	0.5684196206
340	0.5680133302
341	0.5676302899
342	0.5671880303
343	0.5668912833
344	0.5666040043
345	0.5661267611
346	0.5657027895
347	0.5653204828
348	0.5648622388
349	0.564348497
350	0.5639506481
351	0.5636574195
352	0.5633598782
353	0.5629624131
354	0.5626819924
355	0.5623173755
356	0.5619864541
357	0.561689924
358	0.5613236932
359	0.5609048918
360	0.5606367931
361	0.560362346
362	0.5599955301
363	0.559711055
364	0.5593773905
365	0.5590897095
366	0.5588426543
367	0.5585586056
368	0.5582210866
369	0.5577871687
370	0.5574233317
371	0.5570997406
372	0.5567431429
373	0.5564360299
374	0.5561839723
375	0.5557841566
376	0.5554947093
377	0.5551746563
378	0.5548097227
379	0.5545936238
380	0.5542222525
381	0.5539082221
382	0.5535067455
383	0.5532727593
384	0.5529662664
385	0.5526834996
386	0.5524114191
387	0.5519968862
388	0.5517233292
389	0.5512506401
390	0.551061215
391	0.5507605492
392	0.5503718421
393	0.5501678854
394	0.5499457734
395	0.5494453914
396	0.5491932639
397	0.5488963962
398	0.5486734414
399	0.54830853
400	0.5480301807
401	0.5478023941
402	0.5475558823
403	0.547288978
404	0.5470463019
405	0.5467912536
406	0.5464286285
407	0.5461642948
408	0.5458896193
409	0.5454296092
410	0.5451237099
411	0.5447036051
412	0.5444286704
413	0.544059086
414	0.5437633795
415	0.5434868214
416	0.5430485905
417	0.5428221681
418	0.5424742756
419	0.542237607
420	0.5420601891
421	0.5418148362
422	0.5415303469
423	0.5412255773
424	0.5409432704
425	0.5406698147
426	0.5403719501
427	0.5400286133
428	0.5398440703
429	0.5396221774
430	0.5393582988
431	0.5389763215
432	0.5387428662
433	0.5385539888
434	0.5383376607
435	0.538103926
436	0.5378015197
437	0.5373847819
438	0.5371568428
439	0.5369347889
440	0.5367453205
441	0.5364354577
442	0.5360394557
443	0.5357795513
444	0.5355351947
445	0.5353210488
446	0.5350555886
447	0.5348510204
448	0.5346829993
449	0.5342563876
450	0.5340183859
451	0.533805714
452	0.5335992633
453	0.5334647566
454	0.5332222178
455	0.5330550594
456	0.5328712757
457	0.532611495
458	0.532373777
459	0.5321834541
460	0.5319495431
461	0.5316305093
462	0.5313402928
463	0.5309617337
464	0.5306576468
465	0.5302867827
466	0.5299677365
467	0.5297740481
468	0.5294778606
469	0.5292266593
470	0.5290326802
471	0.5287875096
472	0.5286003184
473	0.5283749816
474	0.5281986212
475	0.5279173048
476	0.5276880055
477	0.5274868653
478	0.5272272245
479	0.5269353099
480	0.5267834308
481	0.5264366661
482	0.5262211766
483	0.5259977311
484	0.5257248263
485	0.5255158339
486	0.5251280255
487	0.524871986
488	0.5246004293
489	0.5244381269
490	0.5240996895
491	0.5238685998
492	0.5236364068
493	0.5234643262
494	0.5231562667
495	0.5229315864
496	0.5226560305
497	0.5224663355
498	0.5221625098
499	0.5220050461
500	0.521749453
501	0.5215188009
502	0.5212769125
503	0.5210050221
504	0.5207941614
505	0.5204987004
506	0.5202077466
507	0.5198991026
508	0.5196952069
509	0.5195016254
510	0.5193095847
511	0.519067915
512	0.5188656545
513	0.5186028974
514	0.5184574709
515	0.5182377682
516	0.518077789
517	0.5178523124
518	0.5176730698
519	0.5174855041
520	0.5172536291
521	0.5170235093
522	0.5168830951
523	0.5166981741
524	0.516511079
525	0.5163460534
526	0.5161866406
527	0.5160397406
528	0.5158343037
529	0.5155820689
530	0.5152969758
531	0.5151366646
532	0.5148724579
533	0.5146806282
534	0.514324608
535	0.5140937799
536	0.5138896758
537	0.5136914225
538	0.5134882913
539	0.5133572471
540	0.5132046339
541	0.5130899908
542	0.5129167078
543	0.512749513
544	0.5125608398
545	0.5123029431
546	0.5119366421
547	0.5118159078
548	0.5116099184
549	0.511408808
550	0.5112605299
551	0.5110017659
552	0.5106544961
553	0.510507603
554	0.5103339891
555	0.5101524136
556	0.5099325475
557	0.5097788895
558	0.5096299241
559	0.5094209259
560	0.5092865905
561	0.509103611
562	0.5088082388
563	0.5087041692
564	0.5085288022
565	0.5083063034
566	0.5080738153
567	0.5077578035
568	0.5075880303
569	0.5074397962
570	0.5073138078
571	0.5072036844
572	0.5069058725
573	0.506699435
574	0.5065744229
575	0.5064336365
576	0.5062226688
577	0.5059953498
578	0.505825554
579	0.505595696
580	0.5054636302
581	0.5053098548
582	0.5051485658
583	0.5050098784
584	0.5048975074
585	0.504747575
586	0.5045332604
587	0.5043213455
588	0.5041719504
589	0.5039935091
590	0.5038622636
591	0.5036634443
592	0.5035048077
593	0.5034032576
594	0.5032200446
595	0.5030885934
596	0.5029027726
597	0.5027002839
598	0.5024075335
599	0.5020478605
600	0.5019199941
601	0.5016679778
602	0.5014250404
603	0.5012371248
604	0.501017986
605	0.5007865369
606	0.5006256107
607	0.5004978704
608	0.500399927
609	0.5002408779
610	0.5000460304
611	0.4999088583
612	0.4998059991
613	0.4994563339
614	0.4992144072
615	0.4991100249
616	0.4990188944
617	0.4988804669
618	0.4987030979
619	0.498421168
620	0.4982034392
621	0.498111459
622	0.4979355553
623	0.4977887693
624	0.4975846705
625	0.4974828721
626	0.4973199676
627	0.497160733
628	0.4970263713
629	0.4967597061
630	0.4966147425
631	0.4965205897
632	0.4963518131
633	0.4961705091
634	0.4959729515
635	0.4958206936
636	0.4956807129
637	0.4953860801
638	0.4951713461
639	0.4950505796
640	0.4948936033
641	0.4946992245
642	0.4945587189
643	0.494429488
644	0.4943450246
645	0.4940795729
646	0.4938895973
647	0.4936403405
648	0.493465749
649	0.4933214518
650	0.4932569628
651	0.493061558
652	0.4929067489
653	0.4927919805
654	0.4925999278
655	0.4924878818
656	0.4923795871
657	0.4921265789
658	0.4919885772
659	0.4918786634
660	0.4916984741
661	0.4915818926
662	0.4913996908
663	0.4912632277
664	0.4910781677
665	0.4909740964
666	0.4908728549
667	0.4906981433
668	0.4905653831
669	0.4904459081
670	0.4901866926
671	0.4900813113
672	0.4899609387
673	0.4897943303
674	0.4896628835
675	0.4895377873
676	0.4893120688
677	0.4890493366
678	0.4888728004
679	0.4887462674
680	0.4886531159
681	0.4885002656
682	0.4883356858
683	0.4882032181
684	0.4880062269
685	0.4878600486
686	0.487725671
687	0.4875497222
688	0.4873283039
689	0.487221719
690	0.487112316
691	0.4869960667
692	0.4867899898
693	0.4865939335
694	0.4864344514
695	0.4862963191
696	0.4861134041
697	0.4860057169
698	0.4858985637
699	0.485658121
700	0.4854044238
701	0.4852982929
702	0.4851865971
703	0.4850645963
704	0.4848882522
705	0.4846312954
706	0.4845014947
707	0.4843231682
708	0.4841304721
709	0.4839577434
710	0.4838435119
711	0.4837240408
712	0.4835596089
713	0.483422245
714	0.4832846332
715	0.4831698996
716	0.4830438109
717	0.482913098
718	0.4827367522
719	0.482636194
720	0.4825441586
721	0.4824644749
722	0.4823575395
723	0.4822316206
724	0.4820338746
725	0.4819241263
726	0.481769814
727	0.4816234951
728	0.4815356244
729	0.4814347015
730	0.4812051594
731	0.4811306027
732	0.4810257918
733	0.4807827714
734	0.480659149
735	0.4806121528
736	0.4804350362
737	0.4802632922
738	0.4801170215
739	0.4799140078
740	0.4798455497
741	0.4797213196
742	0.4795765198
743	0.4794466476
744	0.4793879004
745	0.4792563756
746	0.4791909523
747	0.4790905173
748	0.4789173086
749	0.4786778257
750	0.4786091772
751	0.4785348307
752	0.478430964
753	0.4783580444
754	0.4782704318
755	0.478196217
756	0.478051982
757	0.4779644569
758	0.4777658697
759	0.4776557605
760	0.4774689002
761	0.477321605
762	0.477267253
763	0.4771927679
764	0.4771201357
765	0.4770111351
766	0.4768893831
767	0.4767021258
768	0.4766011334
769	0.4764781105
770	0.4763862542
771	0.4762051618
772	0.476114029
773	0.4760180152
774	0.475956935
775	0.4758357389
776	0.4757302635
777	0.4754989279
778	0.4753027728
779	0.4751940714
780	0.4750055942
781	0.4749212224
782	0.4747929297
783	0.4747296525
784	0.4746643913
785	0.4746192116
786	0.4743838571
787	0.4743148313
788	0.4741857969
789	0.4741312832
790	0.4740644025
791	0.4739616637
792	0.4737974302
793	0.4737493461
794	0.4736102779
795	0.4735550343
796	0.4734523898
797	0.4733732128
798	0.4731420858
799	0.4730185435
800	0.4729449002
801	0.4728143433
802	0.4727606438
803	0.4726750305
804	0.4725536951
805	0.4724504481
806	0.472267915
807	0.4721989361
808	0.4720630076
809	0.4719802393
810	0.4718420556
811	0.4716981497
812	0.4716213775
813	0.4715170374
814	0.4714009156
815	0.4713377304
816	0.4713084782
817	0.4711963362
818	0.4711045228
819	0.4710288583
820	0.4708895399
821	0.4708300181
822	0.4707140906
823	0.4706364541
824	0.4705876551
825	0.470476574
826	0.4703566436
827	0.4702750785
828	0.4701939366
829	0.4700720255
830	0.4699445026
831	0.4698641511
832	0.4697583413
833	0.4696392288
834	0.469586279
835	0.4695235083
836	0.4693739826
837	0.4693011806
838	0.469189853
839	0.4691060108
840	0.4690375315
841	0.4689497343
842	0.4689147215
843	0.4688083901
844	0.4687086222
845	0.468685386
846	0.4686435381
847	0.4684595582
848	0.4683266652
849	0.4682305445
850	0.4681427222
851	0.4680168197
852	0.4679645721
853	0.4679015321
854	0.4677501132
855	0.4677081688
856	0.4676103461
857	0.4673563585
858	0.4671913124
859	0.4671050874
860	0.467033877
861	0.4669278442
862	0.4668285415
863	0.4667758103
864	0.4667342719
865	0.4666645887
866	0.4665688418
867	0.4665068665
868	0.4664092837
869	0.4662104272
870	0.4661383373
871	0.4660549843
872	0.4659597025
873	0.4658315789
874	0.4657831205
875	0.465690856
876	0.465621165
877	0.4655408449
878	0.4654360114
879	0.4653861142
880	0.4653213174
881	0.4651812276
882	0.4650941939
883	0.4648426451
884	0.4647841169
885	0.4646967251
886	0.4646544641
887	0.4645778914
888	0.4644580314
889	0.4643459095
890	0.4642827747
891	0.4641490001
892	0.4640191559
893	0.463950277
894	0.4638491566
895	0.4637760975
896	0.4637267043
897	0.463526495
898	0.4634945102
899	0.4633444761
900	0.4631447407
901	0.4630642143
902	0.4629303978
903	0.4628682216
904	0.4627973803
905	0.4627023826
906	0.4626571916
907	0.4625639656
908	0.4624674165
909	0.4622887361
910	0.4621483882
911	0.462078793
912	0.4620082255
913	0.4619400267
914	0.4618641916
915	0.4617981037
916	0.4617394052
917	0.4615870009
918	0.4614843663
919	0.4614392931
920	0.4613705622
921	0.4613345618
922	0.4612450627
923	0.461193815
924	0.4611140922
925	0.4610823149
926	0.4610318302
927	0.4609621459
928	0.4609137746
929	0.4608925268
930	0.4608159652
931	0.4606990599
932	0.4606650613
933	0.4605814399
934	0.4605135926
935	0.460399354
936	0.4602965509
937	0.4602606086
938	0.4601223988
939	0.460074925
940	0.4599942449
941	0.459913353
942	0.4598366526
943	0.4597815962
944	0.4597410612
945	0.4597122529
946	0.4595683486
947	0.4594984848
948	0.4593795259
949	0.4593205582
950	0.4592548029
951	0.459184442
952	0.4591559677
953	0.4591116906
954	0.4590376613
955	0.4589765073
956	0.4589554449
957	0.4588552253
958	0.458795115
959	0.4586830867
960	0.4585987615
961	0.4585550232
962	0.4584298029
963	0.4583987684
964	0.4583627678
965	0.4583187851
966	0.4582688825
967	0.4581733388
968	0.4581292257
969	0.4580313406
970	0.4579814247
971	0.4578927753
972	0.45776724
973	0.4576830948
974	0.457579579
975	0.4574660345
976	0.4573787813
977	0.4573173117
978	0.4571600952
979	0.4569869385
980	0.4568441958
981	0.456803986
982	0.456715044
983	0.4565729621
984	0.4565446697
985	0.45648377
986	0.4564211577
987	0.4562776107
988	0.456238404
989	0.4561099496
990	0.4559954121
991	0.455948069
992	0.4558874068
993	0.4558290188
994	0.4556950692
995	0.4556643311
996	0.4555774909
997	0.4554439803
998	0.4553428022
999	0.4552973518
